Time              -----------------------cpu---------------------- -----------------------mem---------------------- 
Time                user     sys    wait    hirq    sirq    util     free    used    buff    cach   total    util   
17/11/24-16:40:51  28.93    1.95    0.02    0.00    0.73   31.61     2.0G   15.0G  346.1M  108.5G  125.8G   11.91   
17/11/24-16:40:56  71.79    1.12    0.03    0.00    1.29   74.19     2.1G   15.1G  346.0M  108.3G  125.8G   12.00   
17/11/24-16:41:01  48.88    1.21    0.63    0.00    1.37   51.46     2.1G   15.1G  346.0M  108.3G  125.8G   11.97   
17/11/24-16:41:06  56.39    1.21    0.01    0.00    1.44   59.04     2.1G   15.3G  346.0M  108.0G  125.8G   12.20   
17/11/24-16:41:11  71.51    0.96    0.00    0.00    1.94   74.40     2.0G   15.4G  346.0M  108.0G  125.8G   12.28   
17/11/24-16:41:16  71.89    1.03    0.00    0.00    1.57   74.49     1.9G   15.5G  346.0M  108.0G  125.8G   12.35   
17/11/24-16:41:21  70.97    1.03    0.01    0.00    1.39   73.38     2.1G   15.6G  345.9M  107.7G  125.8G   12.41   
17/11/24-16:41:26  46.07    1.09    0.08    0.00    1.13   48.29     2.0G   15.7G  345.9M  107.7G  125.8G   12.48   
Time              -----------------------cpu---------------------- -----------------------mem---------------------- 
Time                user     sys    wait    hirq    sirq    util     free    used    buff    cach   total    util   
17/11/24-16:41:31  24.43    2.26    0.22    0.00    1.03   27.72     2.0G   15.6G  345.8M  107.8G  125.8G   12.42   
17/11/24-16:41:36  62.79    1.00    0.00    0.00    1.08   64.87     1.9G   15.7G  345.8M  107.8G  125.8G   12.48   
17/11/24-16:41:41  55.62    0.87    0.07    0.00    0.85   57.35     2.1G   15.7G  345.7M  107.6G  125.8G   12.51   
17/11/24-16:41:46  59.72    1.20    0.52    0.00    0.90   61.83     2.1G   15.8G  345.8M  107.6G  125.8G   12.57   
17/11/24-16:41:51  58.30    1.02    0.21    0.00    1.08   60.40     2.0G   15.9G  345.8M  107.6G  125.8G   12.63   
17/11/24-16:41:56  60.29    0.90    0.01    0.00    0.81   62.00     2.0G   16.0G  345.7M  107.4G  125.8G   12.68   
17/11/24-16:42:01  58.95    0.92    0.01    0.00    1.10   60.97     2.0G   16.0G  345.7M  107.4G  125.8G   12.74   
17/11/24-16:42:06  59.57    0.89    0.00    0.00    0.94   61.40     2.0G   16.1G  345.7M  107.3G  125.8G   12.80   
17/11/24-16:42:11  38.99    1.87    0.01    0.00    0.79   41.65     2.1G   16.1G  345.6M  107.2G  125.8G   12.83   
17/11/24-16:42:16  46.38    1.19    0.00    0.00    1.09   48.66     2.1G   16.4G  345.5M  106.9G  125.8G   13.03   
17/11/24-16:42:21  63.43    1.00    0.09    0.00    1.11   65.54     2.1G   16.4G  345.5M  106.9G  125.8G   13.07   
17/11/24-16:42:26  59.11    2.06    0.72    0.00    1.11   62.29     2.0G   16.5G  345.5M  106.9G  125.8G   13.14   
17/11/24-16:42:31  61.18    1.67    0.26    0.00    0.96   63.81     1.9G   16.6G  345.5M  106.9G  125.8G   13.20   
17/11/24-16:42:36  59.19    0.97    0.00    0.00    0.85   61.00     2.0G   16.7G  345.4M  106.8G  125.8G   13.25   
17/11/24-16:42:41  61.39    0.96    0.01    0.00    1.00   63.34     2.2G   16.7G  345.4M  106.5G  125.8G   13.31   
17/11/24-16:42:46  59.31    1.01    0.00    0.00    1.04   61.36     2.1G   16.8G  345.4M  106.5G  125.8G   13.38   
17/11/24-16:42:51  59.24    1.01    0.01    0.00    0.94   61.19     2.0G   16.9G  345.4M  106.5G  125.8G   13.42   
17/11/24-16:42:56  30.36    2.15    0.03    0.00    0.68   33.18     2.0G   17.1G  345.2M  106.3G  125.8G   13.59   
17/11/24-16:43:01  61.80    0.98    0.05    0.00    0.89   63.68     2.0G   17.2G  345.1M  106.2G  125.8G   13.67   
Time              -----------------------cpu---------------------- -----------------------mem---------------------- 
Time                user     sys    wait    hirq    sirq    util     free    used    buff    cach   total    util   
17/11/24-16:43:06  54.72    1.20    0.52    0.00    1.03   56.95     2.0G   17.2G  345.1M  106.2G  125.8G   13.70   
17/11/24-16:43:11  60.29    1.15    0.22    0.00    0.77   62.21     2.2G   17.3G  345.1M  106.0G  125.8G   13.76   
17/11/24-16:43:16  59.86    0.94    0.01    0.00    0.83   61.62     2.1G   17.4G  345.1M  106.0G  125.8G   13.82   
17/11/24-16:43:21  60.70    0.97    0.00    0.00    1.10   62.78     2.0G   17.5G  345.1M  106.0G  125.8G   13.88   
17/11/24-16:43:26  57.58    1.09    0.06    0.00    1.13   59.80     1.9G   17.5G  345.1M  106.0G  125.8G   13.94   
17/11/24-16:43:31  59.90    1.31    0.23    0.00    0.86   62.07     2.1G   17.6G  345.0M  105.7G  125.8G   13.99   
17/11/24-16:43:36  52.07    1.22    0.01    0.00    1.03   54.32     2.0G   17.6G  344.9M  105.8G  125.8G   14.03   
17/11/24-16:43:41  40.65    1.74    0.00    0.00    1.15   43.54     2.0G   17.9G  344.8M  105.5G  125.8G   14.25   
17/11/24-16:43:46  57.51    0.91    0.09    0.00    1.01   59.43     2.0G   18.0G  344.8M  105.5G  125.8G   14.29   
17/11/24-16:43:51  58.50    1.34    0.64    0.00    1.05   60.89     1.9G   18.0G  344.8M  105.5G  125.8G   14.32   
17/11/24-16:43:56  57.71    0.98    0.02    0.00    1.01   59.69     2.1G   18.1G  344.8M  105.3G  125.8G   14.38   
17/11/24-16:44:01  58.96    0.97    0.01    0.00    1.05   60.98     2.0G   18.2G  344.8M  105.3G  125.8G   14.44   
17/11/24-16:44:06  60.22    0.97    0.01    0.00    1.05   62.24     1.9G   18.2G  344.8M  105.3G  125.8G   14.50   
17/11/24-16:44:11  59.79    0.99    0.01    0.00    1.03   61.81     2.0G   18.3G  344.7M  105.1G  125.8G   14.55   
17/11/24-16:44:16  57.86    1.01    0.01    0.00    1.06   59.93     2.2G   18.4G  344.7M  104.9G  125.8G   14.62   
17/11/24-16:44:21  29.33    2.05    0.09    0.00    0.74   32.13     1.9G   18.6G  344.5M  104.9G  125.8G   14.78   
17/11/24-16:44:26  66.58    1.54    0.35    0.00    0.94   69.06     2.1G   18.7G  344.5M  104.7G  125.8G   14.87   
17/11/24-16:44:31  61.59    1.52    0.76    0.00    0.73   63.85     2.1G   18.7G  344.5M  104.7G  125.8G   14.89   
17/11/24-16:44:36  62.87    0.95    0.01    0.00    0.89   64.71     2.0G   18.8G  344.5M  104.7G  125.8G   14.95   
Time              -----------------------cpu---------------------- -----------------------mem---------------------- 
Time                user     sys    wait    hirq    sirq    util     free    used    buff    cach   total    util   
17/11/24-16:44:41  61.57    0.99    0.00    0.00    0.92   63.48     2.2G   18.9G  344.4M  104.4G  125.8G   15.01   
17/11/24-16:44:46  64.17    0.84    0.00    0.00    0.92   65.94     2.1G   19.0G  344.4M  104.4G  125.8G   15.09   
17/11/24-16:44:51  59.92    0.98    0.01    0.00    0.95   61.84     2.0G   19.0G  344.4M  104.4G  125.8G   15.14   
17/11/24-16:44:56  60.93    0.97    0.02    0.00    0.95   62.85     1.9G   19.1G  344.4M  104.4G  125.8G   15.19   
17/11/24-16:45:01  46.95    1.62    0.01    0.00    0.79   49.36     2.3G   19.2G  344.2M  104.0G  125.8G   15.23   
17/11/24-16:45:06  48.85    1.42    0.02    0.00    0.95   51.22     1.9G   19.4G  344.1M  104.1G  125.8G   15.46   
17/11/24-16:45:11  55.08    1.29    0.72    0.00    1.19   57.56     2.2G   19.5G  344.1M  103.8G  125.8G   15.46   
17/11/24-16:45:16  58.26    0.93    0.01    0.00    1.16   60.34     2.1G   19.5G  344.1M  103.8G  125.8G   15.53   
17/11/24-16:45:21  59.25    0.83    0.01    0.00    1.15   61.24     2.0G   19.6G  344.1M  103.8G  125.8G   15.59   
17/11/24-16:45:26  58.14    1.14    0.07    0.00    1.04   60.32     1.9G   19.7G  344.1M  103.8G  125.8G   15.66   
17/11/24-16:45:31  61.29    1.33    0.22    0.00    1.06   63.67     2.1G   19.8G  344.0M  103.6G  125.8G   15.73   
17/11/24-16:45:36  57.87    0.91    0.01    0.00    1.05   59.83     2.0G   19.8G  344.0M  103.6G  125.8G   15.78   
17/11/24-16:45:41  59.43    0.90    0.01    0.00    1.10   61.43     2.0G   19.9G  344.0M  103.6G  125.8G   15.84   
17/11/24-16:45:46  32.17    2.07    0.06    0.00    0.95   35.19     2.0G   20.1G  343.8M  103.3G  125.8G   16.02   
17/11/24-16:45:51  61.48    1.17    0.34    0.00    1.14   63.79     2.1G   20.2G  343.7M  103.1G  125.8G   16.08   
17/11/24-16:45:56  56.26    1.14    0.56    0.00    1.06   58.47     2.1G   20.3G  343.7M  103.1G  125.8G   16.11   
17/11/24-16:46:01  59.19    0.94    0.00    0.00    1.16   61.29     2.0G   20.3G  343.7M  103.1G  125.8G   16.16   
17/11/24-16:46:06  58.77    0.88    0.01    0.00    1.03   60.68     2.0G   20.4G  343.7M  103.1G  125.8G   16.23   
17/11/24-16:46:11  60.11    0.91    0.00    0.00    1.33   62.36     2.1G   20.5G  343.7M  102.8G  125.8G   16.29   
Time              -----------------------cpu---------------------- -----------------------mem---------------------- 
Time                user     sys    wait    hirq    sirq    util     free    used    buff    cach   total    util   
17/11/24-16:46:16  58.67    1.01    0.00    0.00    1.24   60.92     2.0G   20.6G  343.7M  102.8G  125.8G   16.36   
17/11/24-16:46:21  60.10    0.94    0.01    0.00    1.43   62.48     2.0G   20.7G  343.7M  102.8G  125.8G   16.42   
17/11/24-16:46:26  28.83    2.28    0.07    0.00    1.13   32.24     2.0G   20.8G  343.5M  102.6G  125.8G   16.57   
17/11/24-16:46:31  62.69    1.53    0.24    0.00    1.18   65.40     2.0G   20.9G  343.4M  102.5G  125.8G   16.65   
17/11/24-16:46:36  56.71    1.25    0.75    0.00    1.04   58.99     2.0G   21.0G  343.5M  102.5G  125.8G   16.67   
17/11/24-16:46:41  59.97    0.92    0.00    0.00    1.00   61.89     2.2G   21.0G  343.4M  102.3G  125.8G   16.72   
17/11/24-16:46:46  58.68    0.88    0.01    0.00    1.14   60.69     2.1G   21.1G  343.4M  102.3G  125.8G   16.80   
17/11/24-16:46:51  59.85    0.81    0.01    0.00    1.08   61.74     2.0G   21.2G  343.4M  102.3G  125.8G   16.87   
17/11/24-16:46:56  58.54    0.92    0.01    0.00    1.01   60.47     1.9G   21.3G  343.4M  102.3G  125.8G   16.92   
17/11/24-16:47:01  59.02    1.04    0.01    0.00    0.98   61.05     2.1G   21.4G  343.4M  102.0G  125.8G   16.98   
17/11/24-16:47:06  39.22    1.56    0.39    0.00    0.71   41.49     2.3G   21.4G  343.3M  101.8G  125.8G   17.01   
17/11/24-16:47:11  21.55    1.46    1.11    0.00    0.68   23.69     2.0G   21.6G  343.1M  101.8G  125.8G   17.20   
17/11/24-16:47:16  70.02    1.13    0.11    0.00    1.15   72.30     2.1G   21.8G  343.0M  101.5G  125.8G   17.30   
17/11/24-16:47:21  58.69    1.00    0.01    0.00    0.90   60.60     2.1G   21.8G  343.0M  101.5G  125.8G   17.36   
17/11/24-16:47:26  51.76    1.85    0.08    0.00    1.02   54.63     2.1G   22.0G  343.0M  101.3G  125.8G   17.49   
17/11/24-16:47:31  72.66    1.58    0.23    0.00    0.99   75.23     2.1G   22.1G  343.0M  101.3G  125.8G   17.55   
17/11/24-16:47:36  69.66    1.02    0.00    0.00    1.24   71.92     2.0G   22.2G  343.0M  101.3G  125.8G   17.62   
17/11/24-16:47:41  48.05    1.18    0.51    0.00    0.99   50.22     2.1G   22.1G  343.0M  101.2G  125.8G   17.61   
17/11/24-16:47:46  64.27    1.00    0.01    0.00    1.29   66.56     2.1G   22.2G  343.0M  101.2G  125.8G   17.67   
Time              -----------------------cpu---------------------- -----------------------mem---------------------- 
Time                user     sys    wait    hirq    sirq    util     free    used    buff    cach   total    util   
17/11/24-16:47:51   4.78    1.89    0.98    0.00    0.54    7.21     2.0G   22.3G  342.6M  101.1G  125.8G   17.73   
17/11/24-16:47:56  64.63    1.08    0.02    0.00    0.98   66.70     2.1G   22.5G  342.6M  100.9G  125.8G   17.86   
17/11/24-16:48:01  56.67    0.98    0.00    0.00    1.11   58.76     2.0G   22.5G  342.6M  100.9G  125.8G   17.93   
17/11/24-16:48:06  59.10    0.93    0.06    0.00    1.18   61.21     2.0G   22.6G  342.6M  100.9G  125.8G   17.94   
17/11/24-16:48:11  62.65    1.45    0.70    0.00    1.21   65.32     2.0G   22.8G  342.6M  100.7G  125.8G   18.11   
17/11/24-16:48:16  71.85    0.86    0.00    0.00    1.48   74.19     1.9G   22.9G  342.6M  100.7G  125.8G   18.18   
17/11/24-16:48:21  47.21    0.95    0.01    0.00    1.09   49.25     2.2G   22.8G  342.5M  100.4G  125.8G   18.17   
17/11/24-16:48:26  70.64    1.23    0.07    0.00    0.99   72.86     2.1G   22.9G  342.5M  100.4G  125.8G   18.24   
17/11/24-16:48:31   9.76    2.31    1.10    0.00    0.89   12.96     2.0G   22.9G  342.3M  100.6G  125.8G   18.24   
17/11/24-16:48:36  47.75    0.99    0.01    0.00    0.94   49.68     2.1G   23.2G  342.1M  100.2G  125.8G   18.44   
17/11/24-16:48:41  71.93    0.96    0.00    0.00    1.23   74.12     2.0G   23.3G  342.1M  100.2G  125.8G   18.52   
17/11/24-16:48:46  49.43    1.06    0.06    0.00    1.06   51.56     1.9G   23.5G  342.1M  100.0G  125.8G   18.67   
17/11/24-16:48:51  69.90    0.89    0.01    0.00    1.14   71.94     1.9G   23.5G  342.1M  100.0G  125.8G   18.67   
17/11/24-16:48:56  71.06    1.38    0.77    0.00    0.98   73.43     2.0G   23.6G  342.1M   99.9G  125.8G   18.74   
17/11/24-16:49:01  47.82    0.93    0.00    0.00    1.19   49.95     1.9G   23.6G  342.1M   99.9G  125.8G   18.75   
17/11/24-16:49:06  68.76    1.08    0.01    0.00    1.14   70.98     2.0G   23.7G  342.1M   99.8G  125.8G   18.82   
17/11/24-16:49:11   9.83    1.97    0.92    0.00    0.87   12.67     1.9G   23.6G  341.6M   99.9G  125.8G   18.78   
17/11/24-16:49:16  54.06    0.95    0.04    0.00    0.79   55.80     1.9G   23.9G  341.5M   99.6G  125.8G   18.99   
17/11/24-16:49:21  56.13    1.15    0.01    0.00    0.87   58.16     1.9G   24.1G  341.4M   99.4G  125.8G   19.19   
Time              -----------------------cpu---------------------- -----------------------mem---------------------- 
Time                user     sys    wait    hirq    sirq    util     free    used    buff    cach   total    util   
17/11/24-16:49:26  72.21    1.25    0.11    0.00    0.95   74.41     1.9G   24.2G  341.4M   99.3G  125.8G   19.26   
17/11/24-16:49:31  72.17    1.77    0.94    0.00    0.97   74.91     1.9G   24.3G  341.4M   99.2G  125.8G   19.33   
17/11/24-16:49:36  41.48    0.96    0.00    0.00    1.22   43.66     2.0G   24.3G  341.4M   99.1G  125.8G   19.29   
17/11/24-16:49:41  72.01    1.05    0.01    0.00    1.18   74.23     2.0G   24.4G  341.4M   99.1G  125.8G   19.36   
17/11/24-16:49:46  30.96    1.71    0.36    0.00    0.87   33.54     2.4G   24.2G  341.2M   98.9G  125.8G   19.21   
17/11/24-16:49:51  26.11    1.52    0.68    0.00    0.90   28.53     2.0G   24.6G  340.9M   98.9G  125.8G   19.55   
17/11/24-16:49:56  64.65    0.93    0.02    0.00    1.23   66.81     1.9G   24.7G  340.9M   98.9G  125.8G   19.62   
17/11/24-16:50:01  53.53    1.09    0.00    0.00    1.40   56.02     1.9G   24.9G  340.9M   98.6G  125.8G   19.79   
17/11/24-16:50:06  72.06    1.00    0.00    0.00    1.27   74.33     2.1G   25.0G  340.8M   98.4G  125.8G   19.86   
17/11/24-16:50:11  71.98    0.98    0.07    0.00    1.40   74.36     2.0G   25.1G  340.8M   98.4G  125.8G   19.93   
17/11/24-16:50:16  53.45    1.27    0.68    0.00    1.43   56.15     1.9G   25.2G  340.8M   98.4G  125.8G   20.00   
17/11/24-16:50:21   3.55    2.09    0.93    0.00    0.52    6.16     1.9G   24.9G  340.3M   98.6G  125.8G   19.82   
17/11/24-16:50:26  49.20    1.42    0.16    0.00    0.85   51.47     2.1G   25.4G  340.0M   98.0G  125.8G   20.16   
17/11/24-16:50:31  72.46    1.37    0.21    0.00    1.13   74.96     2.0G   25.4G  340.0M   98.0G  125.8G   20.23   
17/11/24-16:50:36  50.59    0.89    0.00    0.00    1.05   52.52     2.1G   25.4G  340.0M   98.0G  125.8G   20.18   
17/11/24-16:50:41  68.35    1.02    0.00    0.00    1.21   70.58     1.9G   25.5G  340.0M   98.0G  125.8G   20.29   
17/11/24-16:50:46  13.77    1.81    0.76    0.00    1.33   16.91     2.3G   25.1G  339.8M   98.1G  125.8G   19.96   
17/11/24-16:50:51  50.95    1.82    0.82    0.00    0.77   53.54     1.9G   25.9G  339.7M   97.6G  125.8G   20.60   
17/11/24-16:50:56  35.20    1.80    0.70    0.00    1.00   38.00     3.7G   25.3G  339.5M   96.5G  125.8G   20.09   
Time              -----------------------cpu---------------------- -----------------------mem---------------------- 
Time                user     sys    wait    hirq    sirq    util     free    used    buff    cach   total    util   
17/11/24-16:51:01   0.63    0.49    0.00    0.00    0.21    1.33     3.7G   25.3G  339.5M   96.5G  125.8G   20.09   
17/11/24-16:51:06   0.66    0.45    0.00    0.00    0.25    1.36     3.7G   25.3G  339.5M   96.5G  125.8G   20.10   
17/11/24-16:51:11   0.69    0.46    0.01    0.00    0.24    1.38     3.7G   25.3G  339.5M   96.5G  125.8G   20.10   
17/11/24-16:51:16   0.66    0.50    0.00    0.00    0.28    1.44     3.7G   25.3G  339.5M   96.5G  125.8G   20.10   
17/11/24-16:51:21   0.53    0.54    0.01    0.00    0.33    1.40     3.7G   25.3G  339.5M   96.5G  125.8G   20.10   
17/11/24-16:51:26   0.81    0.74    0.12    0.00    0.50    2.04     3.7G   25.3G  339.5M   96.5G  125.8G   20.11   
17/11/24-16:51:31   0.84    0.93    0.60    0.00    0.53    2.30     3.7G   25.3G  339.5M   96.5G  125.8G   20.11   
17/11/24-16:51:36   0.64    0.53    0.00    0.00    0.20    1.37     3.7G   25.3G  339.5M   96.5G  125.8G   20.11   
17/11/24-16:51:41   0.60    0.51    0.01    0.00    0.26    1.37     3.7G   25.3G  339.5M   96.5G  125.8G   20.11   
17/11/24-16:51:46   0.66    0.50    0.00    0.00    0.25    1.42     3.7G   25.3G  339.5M   96.5G  125.8G   20.12   
17/11/24-16:51:51   0.68    0.49    0.01    0.00    0.26    1.43     3.7G   25.3G  339.5M   96.5G  125.8G   20.12   
17/11/24-16:51:56   0.61    0.48    0.02    0.00    0.28    1.37     3.7G   25.3G  339.5M   96.5G  125.8G   20.12   
17/11/24-16:52:01   0.79    0.49    0.01    0.00    0.30    1.58     3.7G   25.3G  339.5M   96.5G  125.8G   20.12   
17/11/24-16:52:06   0.69    0.49    0.01    0.00    0.26    1.44     3.7G   25.3G  339.5M   96.5G  125.8G   20.12   
17/11/24-16:52:11   0.57    0.44    0.00    0.00    0.33    1.35     3.7G   25.3G  339.5M   96.5G  125.8G   20.12   
17/11/24-16:52:16   0.60    0.50    0.01    0.00    0.39    1.49     3.7G   25.3G  339.5M   96.5G  125.8G   20.13   
17/11/24-16:52:21   0.70    0.53    0.01    0.00    0.22    1.44     3.7G   25.3G  339.5M   96.5G  125.8G   20.13   
17/11/24-16:52:26   1.10    1.26    0.08    0.00    0.39    2.76     3.6G   25.3G  339.5M   96.5G  125.8G   20.14   
17/11/24-16:52:31   0.84    0.88    0.27    0.00    0.46    2.18     3.6G   25.3G  339.5M   96.5G  125.8G   20.13   
Time              -----------------------cpu---------------------- -----------------------mem---------------------- 
Time                user     sys    wait    hirq    sirq    util     free    used    buff    cach   total    util   
17/11/24-16:52:36   1.52    0.68    0.38    0.00    0.48    2.68     3.4G   25.5G  339.5M   96.5G  125.8G   20.28   
17/11/24-16:52:41   6.05    0.96    0.10    0.00    0.98    8.00     3.0G   25.9G  339.5M   96.5G  125.8G   20.59   
17/11/24-16:52:46   3.03    0.80    0.44    0.00    0.43    4.26     3.2G   25.7G  339.6M   96.5G  125.8G   20.47   
17/11/24-16:52:51   3.53    0.63    0.01    0.00    0.54    4.70     2.9G   26.0G  339.6M   96.5G  125.8G   20.68   
17/11/24-16:52:56   1.78    0.76    0.12    0.00    0.58    3.11     3.6G   25.3G  339.6M   96.5G  125.8G   20.15   
17/11/24-16:53:01   0.71    0.56    0.01    0.00    0.35    1.63     3.7G   25.3G  339.6M   96.5G  125.8G   20.09   
17/11/24-16:53:06   0.64    0.51    0.05    0.00    0.41    1.56     3.6G   25.3G  339.6M   96.5G  125.8G   20.08   
