Time              -----------------------cpu---------------------- -----------------------mem---------------------- 
Time                user     sys    wait    hirq    sirq    util     free    used    buff    cach   total    util   
17/11/24-16:24:06   0.35    0.46    0.01    0.00    0.13    0.95     5.4G   37.0G  352.7M   83.1G  125.8G   29.43   
17/11/24-16:24:11   0.45    0.36    0.01    0.00    0.11    0.92     5.3G   37.0G  352.7M   83.1G  125.8G   29.43   
17/11/24-16:24:16   0.51    0.39    0.01    0.00    0.22    1.12     5.4G   37.0G  352.7M   83.1G  125.8G   29.43   
17/11/24-16:24:21   0.39    0.38    0.01    0.00    0.29    1.07     5.4G   37.0G  352.7M   83.1G  125.8G   29.43   
17/11/24-16:24:26   0.54    0.60    0.06    0.00    0.23    1.37     5.4G   37.0G  352.7M   83.1G  125.8G   29.43   
17/11/24-16:24:31   0.70    0.80    0.22    0.00    0.19    1.68     5.4G   37.0G  352.7M   83.1G  125.8G   29.43   
17/11/24-16:24:36   0.51    0.44    0.01    0.00    0.12    1.08     5.4G   37.0G  352.7M   83.1G  125.8G   29.42   
17/11/24-16:24:41   0.39    0.44    0.01    0.00    0.09    0.93     5.4G   37.0G  352.7M   83.1G  125.8G   29.43   
17/11/24-16:24:46   0.36    0.48    0.01    0.00    0.11    0.95     5.4G   37.0G  352.7M   83.1G  125.8G   29.43   
17/11/24-16:24:51   0.37    0.45    0.01    0.00    0.09    0.91     5.4G   37.0G  352.7M   83.1G  125.8G   29.43   
17/11/24-16:24:56   0.37    0.39    0.01    0.00    0.15    0.91     5.4G   37.0G  352.7M   83.1G  125.8G   29.43   
17/11/24-16:25:01   0.40    0.48    0.01    0.00    0.18    1.06     5.4G   37.0G  352.7M   83.1G  125.8G   29.43   
17/11/24-16:25:06   0.33    0.51    0.01    0.00    0.11    0.95     5.3G   37.0G  352.7M   83.1G  125.8G   29.43   
17/11/24-16:25:11   0.35    0.46    0.01    0.00    0.13    0.93     5.4G   37.0G  352.7M   83.1G  125.8G   29.43   
17/11/24-16:25:16   0.39    0.41    0.01    0.00    0.13    0.93     5.4G   37.0G  352.7M   83.1G  125.8G   29.43   
17/11/24-16:25:21   0.45    0.41    0.01    0.00    0.28    1.14     5.4G   37.0G  352.7M   83.1G  125.8G   29.43   
17/11/24-16:25:26   0.59    0.61    0.06    0.00    0.21    1.42     5.4G   37.0G  352.7M   83.1G  125.8G   29.43   
17/11/24-16:25:31   0.66    0.66    0.24    0.00    0.24    1.57     5.4G   37.0G  352.7M   83.1G  125.8G   29.43   
17/11/24-16:25:36   0.38    0.53    0.01    0.00    0.33    1.24     5.4G   37.0G  352.7M   83.1G  125.8G   29.43   
Time              -----------------------cpu---------------------- -----------------------mem---------------------- 
Time                user     sys    wait    hirq    sirq    util     free    used    buff    cach   total    util   
17/11/24-16:25:41   0.45    0.41    0.01    0.00    0.46    1.32     5.4G   37.0G  352.7M   83.1G  125.8G   29.43   
17/11/24-16:25:46   0.43    0.44    0.01    0.00    0.18    1.05     5.4G   37.0G  352.7M   83.1G  125.8G   29.43   
17/11/24-16:25:51   0.33    0.46    0.01    0.00    0.24    1.03     5.4G   37.0G  352.7M   83.1G  125.8G   29.43   
17/11/24-16:25:56   0.41    0.46    0.01    0.00    0.15    1.02     5.4G   37.0G  352.7M   83.1G  125.8G   29.43   
17/11/24-16:26:01   0.41    0.43    0.01    0.00    0.09    0.92     5.3G   37.0G  352.7M   83.1G  125.8G   29.43   
17/11/24-16:26:06   0.42    0.45    0.02    0.00    0.14    1.01     5.3G   37.0G  352.7M   83.1G  125.8G   29.43   
17/11/24-16:26:11   0.51    0.41    0.01    0.00    0.11    1.02     5.3G   37.0G  352.7M   83.1G  125.8G   29.43   
17/11/24-16:26:16   0.45    0.38    0.01    0.00    0.14    0.97     5.3G   37.0G  352.7M   83.1G  125.8G   29.43   
17/11/24-16:26:21   0.46    0.44    0.01    0.00    0.14    1.05     5.3G   37.0G  352.7M   83.1G  125.8G   29.43   
17/11/24-16:26:26   0.58    0.60    0.06    0.00    0.24    1.42     5.3G   37.0G  352.7M   83.1G  125.8G   29.44   
17/11/24-16:26:31   0.67    0.71    0.22    0.00    0.33    1.70     5.3G   37.0G  352.8M   83.1G  125.8G   29.44   
17/11/24-16:26:36   0.41    0.56    0.01    0.00    0.28    1.24     5.3G   37.0G  352.8M   83.1G  125.8G   29.44   
17/11/24-16:26:41   0.41    0.47    0.01    0.00    0.18    1.06     5.3G   37.0G  352.8M   83.1G  125.8G   29.44   
17/11/24-16:26:46   0.39    0.39    0.01    0.00    0.19    0.97     5.3G   37.0G  352.8M   83.1G  125.8G   29.44   
17/11/24-16:26:51   0.44    0.43    0.01    0.00    0.13    1.00     5.3G   37.0G  352.8M   83.1G  125.8G   29.43   
17/11/24-16:26:56   0.41    0.43    0.01    0.00    0.11    0.95     5.3G   37.0G  352.8M   83.1G  125.8G   29.44   
17/11/24-16:27:01   0.43    0.43    0.01    0.00    0.11    0.97     5.3G   37.0G  352.8M   83.1G  125.8G   29.44   
17/11/24-16:27:06   0.43    0.43    0.01    0.00    0.16    1.03     5.4G   37.0G  352.8M   83.1G  125.8G   29.43   
17/11/24-16:27:11   0.44    0.46    0.01    0.00    0.21    1.11     5.3G   37.0G  352.8M   83.1G  125.8G   29.43   
Time              -----------------------cpu---------------------- -----------------------mem---------------------- 
Time                user     sys    wait    hirq    sirq    util     free    used    buff    cach   total    util   
17/11/24-16:27:16   0.48    0.51    0.01    0.00    0.14    1.13     5.3G   37.0G  352.8M   83.1G  125.8G   29.43   
17/11/24-16:27:21   0.44    0.37    0.01    0.00    0.13    0.93     5.3G   37.0G  352.8M   83.1G  125.8G   29.43   
17/11/24-16:27:26   1.01    1.09    0.06    0.00    0.33    2.43     5.3G   37.0G  352.8M   83.1G  125.8G   29.43   
17/11/24-16:27:31   0.73    0.86    0.24    0.00    0.39    1.97     5.4G   37.0G  352.8M   83.1G  125.8G   29.43   
17/11/24-16:27:36   0.41    0.48    0.02    0.00    0.30    1.19     5.4G   37.0G  352.8M   83.1G  125.8G   29.43   
17/11/24-16:27:41   0.42    0.41    0.01    0.00    0.26    1.09     5.4G   37.0G  352.8M   83.1G  125.8G   29.43   
17/11/24-16:27:46   0.36    0.40    0.01    0.00    0.24    1.00     5.4G   37.0G  352.8M   83.1G  125.8G   29.43   
17/11/24-16:27:51   0.36    0.41    0.01    0.00    0.23    0.99     5.4G   37.0G  352.8M   83.1G  125.8G   29.43   
17/11/24-16:27:56   0.37    0.42    0.01    0.00    0.20    0.99     5.3G   37.0G  352.8M   83.1G  125.8G   29.43   
17/11/24-16:28:01   0.44    0.46    0.01    0.00    0.19    1.09     5.4G   37.0G  352.8M   83.1G  125.8G   29.43   
17/11/24-16:28:06   0.36    0.41    0.01    0.00    0.32    1.09     5.3G   37.0G  352.8M   83.1G  125.8G   29.43   
17/11/24-16:28:11   0.31    0.40    0.01    0.00    0.31    1.03     5.3G   37.0G  352.8M   83.1G  125.8G   29.43   
17/11/24-16:28:16   0.40    0.44    0.01    0.00    0.20    1.05     5.3G   37.0G  352.8M   83.1G  125.8G   29.43   
17/11/24-16:28:21   0.44    0.46    0.01    0.00    0.29    1.19     5.3G   37.0G  352.8M   83.1G  125.8G   29.43   
17/11/24-16:28:26   0.53    0.59    0.06    0.00    0.27    1.38     5.3G   37.0G  352.8M   83.1G  125.8G   29.43   
17/11/24-16:28:31   0.65    0.66    0.24    0.00    0.21    1.52     5.3G   37.0G  352.8M   83.1G  125.8G   29.43   
17/11/24-16:28:36   0.44    0.44    0.01    0.00    0.27    1.16     5.3G   37.0G  352.8M   83.1G  125.8G   29.43   
17/11/24-16:28:41   0.40    0.41    0.01    0.00    0.33    1.14     5.4G   37.0G  352.8M   83.1G  125.8G   29.42   
17/11/24-16:28:46   0.44    0.40    0.01    0.00    0.17    1.01     5.4G   37.0G  352.8M   83.1G  125.8G   29.42   
Time              -----------------------cpu---------------------- -----------------------mem---------------------- 
Time                user     sys    wait    hirq    sirq    util     free    used    buff    cach   total    util   
17/11/24-16:28:51   0.38    0.35    0.01    0.00    0.13    0.86     5.4G   37.0G  352.8M   83.1G  125.8G   29.42   
17/11/24-16:28:56   0.49    0.40    0.01    0.00    0.18    1.07     5.4G   37.0G  352.8M   83.1G  125.8G   29.42   
17/11/24-16:29:01   0.41    0.43    0.01    0.00    0.11    0.95     5.4G   37.0G  352.8M   83.1G  125.8G   29.41   
17/11/24-16:29:06   0.35    0.46    0.01    0.00    0.10    0.91     5.4G   37.0G  352.8M   83.1G  125.8G   29.41   
17/11/24-16:29:11   0.39    0.45    0.01    0.00    0.09    0.92     5.4G   37.0G  352.8M   83.1G  125.8G   29.42   
17/11/24-16:29:16   0.48    0.44    0.01    0.00    0.19    1.11     5.4G   37.0G  352.8M   83.1G  125.8G   29.42   
17/11/24-16:29:21   0.44    0.41    0.01    0.00    0.14    1.00     5.4G   37.0G  352.8M   83.1G  125.8G   29.42   
17/11/24-16:29:26   0.50    0.65    0.07    0.00    0.16    1.30     5.4G   37.0G  352.8M   83.1G  125.8G   29.42   
17/11/24-16:29:31   0.62    0.76    0.23    0.00    0.23    1.61     5.4G   37.0G  352.8M   83.1G  125.8G   29.42   
17/11/24-16:29:36   0.41    0.55    0.06    0.00    0.11    1.07     5.4G   37.0G  352.8M   83.1G  125.8G   29.41   
17/11/24-16:29:41   0.43    0.46    0.01    0.00    0.14    1.03     5.4G   37.0G  352.8M   83.1G  125.8G   29.42   
17/11/24-16:29:46   0.48    0.51    0.01    0.00    0.13    1.11     5.4G   37.0G  352.8M   83.1G  125.8G   29.42   
17/11/24-16:29:51   0.51    0.40    0.01    0.00    0.13    1.03     5.4G   37.0G  352.8M   83.1G  125.8G   29.42   
17/11/24-16:29:56   0.41    0.48    0.00    0.00    0.16    1.06     5.4G   37.0G  352.8M   83.1G  125.8G   29.42   
17/11/24-16:30:01   0.51    0.42    0.01    0.00    0.15    1.08     5.4G   37.0G  352.8M   83.1G  125.8G   29.42   
17/11/24-16:30:06   0.48    0.54    0.01    0.00    0.11    1.13     5.4G   37.0G  352.8M   83.1G  125.8G   29.42   
17/11/24-16:30:11   0.43    0.46    0.01    0.00    0.19    1.08     5.4G   37.0G  352.8M   83.1G  125.8G   29.42   
17/11/24-16:30:16   0.43    0.49    0.01    0.00    0.19    1.11     5.4G   37.0G  352.8M   83.1G  125.8G   29.42   
17/11/24-16:30:21   0.49    0.48    0.01    0.00    0.26    1.22     5.4G   37.0G  352.8M   83.1G  125.8G   29.42   
Time              -----------------------cpu---------------------- -----------------------mem---------------------- 
Time                user     sys    wait    hirq    sirq    util     free    used    buff    cach   total    util   
17/11/24-16:30:26   0.63    0.64    0.07    0.00    0.25    1.53     5.4G   37.0G  352.8M   83.1G  125.8G   29.42   
17/11/24-16:30:31   0.60    0.79    0.24    0.00    0.21    1.59     5.4G   37.0G  352.9M   83.1G  125.8G   29.42   
17/11/24-16:30:36   0.43    0.49    0.01    0.00    0.19    1.11     5.4G   37.0G  352.9M   83.1G  125.8G   29.42   
17/11/24-16:30:41   0.44    0.47    0.01    0.00    0.36    1.28     5.4G   37.0G  352.9M   83.1G  125.8G   29.42   
17/11/24-16:30:46   0.45    0.44    0.01    0.00    0.38    1.27     5.4G   37.0G  352.9M   83.1G  125.8G   29.42   
17/11/24-16:30:51   0.40    0.43    0.01    0.00    0.30    1.13     5.4G   37.0G  352.9M   83.1G  125.8G   29.42   
17/11/24-16:30:56   0.48    0.43    0.01    0.00    0.19    1.10     5.4G   37.0G  352.9M   83.1G  125.8G   29.42   
17/11/24-16:31:01   0.51    0.44    0.01    0.00    0.24    1.20     5.4G   37.0G  352.9M   83.1G  125.8G   29.43   
17/11/24-16:31:06   0.45    0.41    0.01    0.00    0.22    1.08     5.4G   37.0G  352.9M   83.1G  125.8G   29.42   
17/11/24-16:31:11   0.48    0.43    0.01    0.00    0.25    1.16     5.4G   37.0G  352.9M   83.1G  125.8G   29.42   
17/11/24-16:31:16   0.43    0.48    0.01    0.00    0.15    1.06     5.4G   37.0G  352.9M   83.1G  125.8G   29.42   
17/11/24-16:31:21   0.48    0.43    0.01    0.00    0.14    1.04     5.4G   37.0G  352.9M   83.1G  125.8G   29.42   
17/11/24-16:31:26   0.59    0.67    0.06    0.00    0.19    1.45     5.4G   37.0G  352.9M   83.1G  125.8G   29.42   
17/11/24-16:31:31   1.79   42.85    0.13    0.00    0.40   45.04    35.4G    6.9G  352.9M   83.1G  125.8G    5.51   
17/11/24-16:31:36   0.44    0.44    0.01    0.00    0.15    1.03    35.4G    6.9G  352.9M   83.1G  125.8G    5.52   
17/11/24-16:31:41   0.42    0.73    0.24    0.00    0.29    1.44    36.9G    5.4G  353.0M   83.1G  125.8G    4.31   
17/11/24-16:31:46   1.19    0.51    0.11    0.00    0.16    1.86    36.8G    5.5G  353.0M   83.1G  125.8G    4.35   
17/11/24-16:31:51   0.35    0.43    0.00    0.00    0.19    0.96    36.8G    5.5G  353.0M   83.1G  125.8G    4.35   
17/11/24-16:31:56   0.34    0.43    0.01    0.00    0.09    0.86    36.8G    5.5G  353.0M   83.1G  125.8G    4.35   
Time              -----------------------cpu---------------------- -----------------------mem---------------------- 
Time                user     sys    wait    hirq    sirq    util     free    used    buff    cach   total    util   
17/11/24-16:32:01   0.29    0.38    0.01    0.00    0.16    0.83    36.8G    5.5G  353.0M   83.1G  125.8G    4.36   
17/11/24-16:32:06   0.31    0.36    0.01    0.00    0.22    0.88    36.8G    5.5G  353.0M   83.1G  125.8G    4.36   
17/11/24-16:32:11   0.34    0.39    0.00    0.00    0.20    0.94    36.8G    5.5G  353.0M   83.1G  125.8G    4.36   
17/11/24-16:32:16   0.68    0.57    0.14    0.00    0.34    1.59    36.7G    5.6G  353.2M   83.1G  125.8G    4.43   
17/11/24-16:32:21   0.46    0.53    0.03    0.00    0.26    1.25    36.7G    5.6G  353.2M   83.1G  125.8G    4.44   
17/11/24-16:32:26   1.58    1.40    0.20    0.00    0.64    3.63    36.6G    5.7G  353.3M   83.1G  125.8G    4.50   
17/11/24-16:32:31   1.42    1.04    0.29    0.00    0.59    3.05    36.7G    5.6G  353.3M   83.1G  125.8G    4.47   
17/11/24-16:32:36   0.85    0.48    0.03    0.00    0.43    1.75    36.7G    5.6G  353.3M   83.1G  125.8G    4.46   
17/11/24-16:32:41   0.84    0.59    0.05    0.00    0.47    1.90    36.7G    5.6G  353.4M   83.1G  125.8G    4.47   
17/11/24-16:32:46  35.60    6.35    3.64    0.00    1.72   43.67    32.6G    7.8G  354.0M   85.0G  125.8G    6.24   
17/11/24-16:32:51  56.08    8.61    3.56    0.00    1.22   65.91    29.5G    8.9G  354.3M   87.1G  125.8G    7.05   
17/11/24-16:32:56  56.97    8.82    3.57    0.00    1.09   66.87    27.2G    9.2G  354.3M   89.1G  125.8G    7.30   
17/11/24-16:33:01  54.20    8.91    4.04    0.00    1.17   64.29    24.9G    9.1G  354.5M   91.4G  125.8G    7.26   
17/11/24-16:33:06  64.59    8.13    2.33    0.00    0.86   73.58    23.4G    9.6G  354.6M   92.4G  125.8G    7.63   
17/11/24-16:33:11  52.02    8.77    2.62    0.00    1.24   62.04    21.8G    9.5G  354.6M   94.2G  125.8G    7.56   
17/11/24-16:33:16  61.40    8.84    2.70    0.00    0.86   71.11    20.4G    9.7G  354.7M   95.3G  125.8G    7.73   
17/11/24-16:33:21  65.10    8.97    2.69    0.00    0.94   75.02    18.9G   10.1G  354.7M   96.4G  125.8G    8.05   
17/11/24-16:33:26  68.13    8.32    2.34    0.00    0.68   77.13    17.7G   10.5G  354.7M   97.3G  125.8G    8.35   
17/11/24-16:33:31  48.09    9.59    3.93    0.00    1.20   58.88    15.6G   10.2G  354.8M   99.7G  125.8G    8.09   
Time              -----------------------cpu---------------------- -----------------------mem---------------------- 
Time                user     sys    wait    hirq    sirq    util     free    used    buff    cach   total    util   
17/11/24-16:33:36  61.62    8.52    2.83    0.00    0.84   70.98    14.3G   10.3G  354.8M  100.8G  125.8G    8.18   
17/11/24-16:33:41  61.40    8.56    2.74    0.00    0.93   70.89    12.7G   10.8G  355.0M  102.0G  125.8G    8.57   
17/11/24-16:33:46  67.74    8.93    3.16    0.00    0.82   77.48    11.1G   11.3G  355.1M  103.0G  125.8G    8.95   
17/11/24-16:33:51  61.80    8.91    2.39    0.00    0.92   71.63     9.9G   11.5G  355.2M  104.0G  125.8G    9.17   
17/11/24-16:33:56  67.39    8.03    2.29    0.00    0.75   76.17     8.7G   11.9G  355.2M  104.9G  125.8G    9.45   
17/11/24-16:34:01  41.50    9.72    3.58    0.00    1.39   52.61     6.7G   11.8G  355.2M  107.0G  125.8G    9.35   
17/11/24-16:34:06  59.05    7.92    4.40    0.00    0.84   67.81     5.1G   10.7G  355.3M  109.6G  125.8G    8.53   
17/11/24-16:34:11  63.71    8.17    2.64    0.00    0.74   72.61     3.7G   10.8G  355.3M  110.9G  125.8G    8.57   
17/11/24-16:34:16  66.84    8.27    2.26    0.00    0.80   75.91     2.5G   11.1G  355.3M  111.8G  125.8G    8.81   
17/11/24-16:34:21  64.96    9.29    3.06    0.00    0.85   75.10     2.1G   11.4G  354.1M  111.9G  125.8G    9.09   
17/11/24-16:34:26  66.56    8.37    2.30    0.00    0.75   75.67     2.0G   11.6G  353.9M  111.8G  125.8G    9.26   
17/11/24-16:34:31  54.20    9.48    4.03    0.00    1.13   64.80     2.1G   12.1G  353.3M  111.2G  125.8G    9.63   
17/11/24-16:34:36  66.98    8.86    2.83    0.00    0.77   76.61     2.1G   12.6G  352.8M  110.8G  125.8G    9.99   
17/11/24-16:34:41  65.83    9.38    4.14    0.00    0.77   75.98     1.9G   12.9G  352.6M  110.6G  125.8G   10.23   
17/11/24-16:34:46  63.47    7.83    1.99    0.00    0.74   72.04     2.0G   13.1G  352.4M  110.3G  125.8G   10.45   
17/11/24-16:34:51  52.45    9.01    2.92    0.00    1.05   62.50     2.1G   13.4G  351.9M  109.9G  125.8G   10.68   
17/11/24-16:34:56  39.26   10.22    4.15    0.00    1.26   50.74     2.1G   12.8G  351.0M  110.6G  125.8G   10.15   
17/11/24-16:35:01  61.65    8.25    2.94    0.00    0.87   70.77     1.9G   11.5G  350.6M  112.0G  125.8G    9.12   
17/11/24-16:35:06  67.62    6.45    2.92    0.00    0.86   74.92     2.0G   11.0G  350.1M  112.4G  125.8G    8.74   
Time              -----------------------cpu---------------------- -----------------------mem---------------------- 
Time                user     sys    wait    hirq    sirq    util     free    used    buff    cach   total    util   
17/11/24-16:35:11  57.10    5.62    3.56    0.00    1.02   63.74     2.0G   11.2G  349.6M  112.3G  125.8G    8.90   
17/11/24-16:35:16  67.13    4.69    2.21    0.00    0.78   72.60     2.0G   11.1G  349.3M  112.3G  125.8G    8.86   
17/11/24-16:35:21  54.66    5.38    2.59    0.00    1.07   61.11     2.0G   11.3G  348.9M  112.2G  125.8G    8.95   
17/11/24-16:35:26  68.31    5.20    3.00    0.00    0.77   74.27     1.9G   11.4G  348.5M  112.1G  125.8G    9.10   
17/11/24-16:35:31  67.78    7.66    5.44    0.00    0.82   76.26     2.0G   11.5G  348.3M  111.9G  125.8G    9.14   
17/11/24-16:35:36  68.43    6.71    3.13    0.00    0.75   75.89     2.0G   11.7G  348.0M  111.7G  125.8G    9.31   
17/11/24-16:35:41  51.84    5.88    2.50    0.00    1.04   58.76     2.0G   11.7G  347.9M  111.7G  125.8G    9.34   
17/11/24-16:35:46  68.32    5.93    2.20    0.00    0.67   74.92     2.1G   11.6G  347.8M  111.8G  125.8G    9.19   
17/11/24-16:35:51  41.52    2.77    0.66    0.00    1.27   45.57     3.7G    9.6G  347.9M  112.1G  125.8G    7.67   
17/11/24-16:35:56  29.14    2.09    0.28    0.00    1.52   32.75     3.3G    9.6G  347.9M  112.5G  125.8G    7.66   
17/11/24-16:36:01  71.51    0.98    0.09    0.00    1.86   74.35     3.2G    9.7G  347.9M  112.5G  125.8G    7.74   
17/11/24-16:36:06  39.16    1.22    0.10    0.00    1.43   41.81     3.0G    9.9G  347.9M  112.5G  125.8G    7.86   
17/11/24-16:36:11  69.47    1.10    0.25    0.00    1.15   71.72     2.9G   10.0G  347.9M  112.5G  125.8G    7.96   
17/11/24-16:36:16  75.37    1.12    0.27    0.00    1.00   77.50     2.8G   10.1G  347.9M  112.5G  125.8G    8.04   
17/11/24-16:36:21  87.68    1.50    0.28    0.00    0.43   89.61     2.8G   10.2G  347.9M  112.4G  125.8G    8.13   
17/11/24-16:36:26  72.36    1.61    0.76    0.00    1.18   75.15     2.7G   10.3G  348.0M  112.4G  125.8G    8.17   
17/11/24-16:36:31  54.13    1.22    0.23    0.00    0.94   56.30     2.7G   10.3G  348.0M  112.4G  125.8G    8.22   
17/11/24-16:36:36  11.76    1.92    0.00    0.00    0.57   14.24     2.0G   10.3G  348.0M  113.1G  125.8G    8.20   
17/11/24-16:36:41  71.89    1.05    0.00    0.00    1.08   74.02     2.0G   10.4G  347.9M  113.0G  125.8G    8.30   
Time              -----------------------cpu---------------------- -----------------------mem---------------------- 
Time                user     sys    wait    hirq    sirq    util     free    used    buff    cach   total    util   
17/11/24-16:36:46  44.15    1.00    0.01    0.00    1.02   46.16     2.0G   10.6G  347.9M  112.8G  125.8G    8.40   
17/11/24-16:36:51  63.62    1.08    0.01    0.00    1.18   65.88     2.1G   10.8G  347.8M  112.6G  125.8G    8.55   
17/11/24-16:36:56  71.85    0.98    0.07    0.00    1.21   74.04     2.0G   10.9G  347.8M  112.6G  125.8G    8.63   
17/11/24-16:37:01  72.24    0.92    0.00    0.00    1.00   74.17     1.9G   10.9G  347.8M  112.6G  125.8G    8.70   
17/11/24-16:37:06  72.23    1.34    0.66    0.00    1.13   74.70     2.0G   11.0G  347.8M  112.4G  125.8G    8.77   
17/11/24-16:37:11  53.87    0.94    0.00    0.00    1.33   56.15     2.0G   11.1G  347.8M  112.3G  125.8G    8.83   
17/11/24-16:37:16  10.40    1.79    0.01    0.00    0.78   12.98     2.0G   11.0G  347.6M  112.4G  125.8G    8.75   
17/11/24-16:37:21  68.85    1.12    0.01    0.00    1.01   70.97     1.9G   11.2G  347.6M  112.3G  125.8G    8.92   
17/11/24-16:37:26  70.90    1.66    0.05    0.00    1.00   73.56     1.9G   11.3G  347.6M  112.2G  125.8G    9.01   
17/11/24-16:37:31  37.20    1.90    0.27    0.00    0.93   40.03     2.2G   11.5G  347.5M  111.8G  125.8G    9.13   
17/11/24-16:37:36  72.18    0.85    0.01    0.00    1.13   74.16     2.1G   11.6G  347.5M  111.8G  125.8G    9.20   
17/11/24-16:37:41  71.80    1.02    0.06    0.00    1.42   74.24     2.0G   11.7G  347.5M  111.8G  125.8G    9.27   
17/11/24-16:37:46  72.15    1.36    0.68    0.00    1.24   74.74     1.9G   11.7G  347.5M  111.8G  125.8G    9.34   
17/11/24-16:37:51  61.82    0.94    0.01    0.00    1.23   63.99     2.0G   11.8G  347.5M  111.7G  125.8G    9.40   
17/11/24-16:37:56  18.72    1.70    0.01    0.00    0.77   21.19     2.2G   11.6G  347.3M  111.7G  125.8G    9.20   
17/11/24-16:38:01  49.97    1.25    0.01    0.00    0.92   52.14     2.0G   12.0G  347.2M  111.5G  125.8G    9.51   
17/11/24-16:38:06  72.04    0.98    0.00    0.00    1.13   74.15     2.0G   12.1G  347.2M  111.4G  125.8G    9.58   
17/11/24-16:38:11  34.00    1.03    0.01    0.00    1.01   36.04     1.9G   12.3G  347.2M  111.3G  125.8G    9.74   
17/11/24-16:38:16  67.24    1.03    0.00    0.00    1.26   69.54     2.1G   12.3G  347.1M  111.0G  125.8G    9.79   
Time              -----------------------cpu---------------------- -----------------------mem---------------------- 
Time                user     sys    wait    hirq    sirq    util     free    used    buff    cach   total    util   
17/11/24-16:38:21  72.07    1.04    0.08    0.00    1.21   74.32     2.1G   12.4G  347.1M  111.0G  125.8G    9.86   
17/11/24-16:38:26  72.56    1.53    0.75    0.00    1.10   75.19     2.0G   12.5G  347.1M  111.0G  125.8G    9.93   
17/11/24-16:38:31  72.11    1.49    0.26    0.00    1.09   74.69     2.2G   12.6G  347.1M  110.7G  125.8G    9.99   
17/11/24-16:38:36  49.79    0.86    0.00    0.00    1.32   51.96     2.1G   12.6G  347.1M  110.7G  125.8G   10.05   
17/11/24-16:38:41   4.79    1.90    0.01    0.00    0.66    7.35     2.1G   12.6G  346.9M  110.7G  125.8G   10.04   
17/11/24-16:38:46  71.50    1.19    0.00    0.00    1.39   74.07     2.0G   12.8G  346.9M  110.7G  125.8G   10.15   
17/11/24-16:38:51  70.14    0.99    0.01    0.00    1.33   72.45     2.0G   12.9G  346.9M  110.6G  125.8G   10.22   
17/11/24-16:38:56  32.62    1.11    0.08    0.00    1.01   34.74     2.2G   13.0G  346.8M  110.2G  125.8G   10.34   
17/11/24-16:39:01  72.08    1.38    0.65    0.00    1.00   74.47     2.1G   13.1G  346.8M  110.2G  125.8G   10.42   
17/11/24-16:39:06  72.21    0.99    0.01    0.00    1.08   74.29     2.0G   13.2G  346.8M  110.2G  125.8G   10.49   
17/11/24-16:39:11  72.30    0.92    0.00    0.00    1.07   74.28     2.0G   13.3G  346.8M  110.2G  125.8G   10.55   
17/11/24-16:39:16  65.74    1.00    0.00    0.00    1.30   68.04     2.0G   13.3G  346.8M  110.1G  125.8G   10.61   
17/11/24-16:39:21  30.18    1.33    0.01    0.00    0.87   32.39     2.5G   13.1G  346.7M  109.9G  125.8G   10.40   
17/11/24-16:39:26  38.27    1.85    0.07    0.00    0.94   41.06     2.1G   13.4G  346.6M  110.0G  125.8G   10.68   
17/11/24-16:39:31  72.37    1.39    0.22    0.00    1.21   74.97     1.9G   13.5G  346.7M  110.0G  125.8G   10.77   
17/11/24-16:39:36  32.29    1.13    0.01    0.00    1.21   34.63     2.3G   13.7G  346.5M  109.4G  125.8G   10.88   
17/11/24-16:39:41  68.93    0.99    0.08    0.00    1.13   71.06     2.2G   13.8G  346.5M  109.4G  125.8G   10.99   
17/11/24-16:39:46  72.31    1.29    0.61    0.00    0.86   74.46     2.1G   13.9G  346.6M  109.4G  125.8G   11.06   
17/11/24-16:39:51  72.21    0.97    0.01    0.00    1.15   74.33     2.0G   14.0G  346.6M  109.4G  125.8G   11.13   
Time              -----------------------cpu---------------------- -----------------------mem---------------------- 
Time                user     sys    wait    hirq    sirq    util     free    used    buff    cach   total    util   
17/11/24-16:39:56  72.20    1.04    0.01    0.00    1.01   74.25     1.9G   14.1G  346.6M  109.4G  125.8G   11.20   
17/11/24-16:40:01  56.92    0.91    0.01    0.00    1.43   59.26     2.0G   14.2G  346.5M  109.3G  125.8G   11.26   
17/11/24-16:40:06  12.44    1.59    0.01    0.00    0.76   14.80     2.0G   13.9G  346.5M  109.5G  125.8G   11.01   
17/11/24-16:40:11  48.65    1.45    0.00    0.00    0.84   50.94     2.1G   14.2G  346.4M  109.2G  125.8G   11.31   
17/11/24-16:40:16  71.78    1.03    0.07    0.00    1.14   73.94     2.0G   14.3G  346.4M  109.2G  125.8G   11.39   
17/11/24-16:40:21  30.45    1.44    0.72    0.00    0.73   32.62     2.3G   14.5G  346.3M  108.6G  125.8G   11.53   
17/11/24-16:40:26  72.04    1.20    0.12    0.00    1.21   74.45     2.2G   14.6G  346.3M  108.6G  125.8G   11.61   
17/11/24-16:40:31  72.50    1.40    0.20    0.00    1.13   75.03     2.1G   14.7G  346.3M  108.6G  125.8G   11.68   
17/11/24-16:40:36  72.16    0.97    0.01    0.00    1.26   74.40     2.0G   14.8G  346.3M  108.6G  125.8G   11.76   
17/11/24-16:40:41  69.43    0.88    0.00    0.00    1.37   71.68     1.9G   14.9G  346.3M  108.6G  125.8G   11.83   
17/11/24-16:40:46  35.55    0.92    0.00    0.00    0.66   37.14     2.3G   14.6G  346.2M  108.5G  125.8G   11.62   
